Accuracy,Precision,Recall,F1,AUC
0.753126327132968,0.6074039190136963,0.941726618705036,0.7383877479086616,0.7920966957069394
0.7729462174940899,0.6384568654954416,0.8917266187050359,0.7439640019825872,0.8189290870112247
0.7746755159892981,0.6406704951984181,0.891546762589928,0.7453944812224483,0.8204981646124161
0.7739439560595122,0.6398493577002333,0.8911870503597124,0.7447087163818781,0.8205773484550015
0.7802627457850257,0.6527634472683406,0.8688848920863309,0.7453102965266993,0.8281640799533392
0.7802627457850257,0.6527634472683406,0.8688848920863309,0.7453102965266993,0.8285282444315758
0.7855168209679931,0.6535441306198639,0.8962230215827336,0.7556860354336815,0.8402145187997277
0.7932313121982985,0.6592943137473506,0.9142086330935252,0.7659528063432184,0.8514727712303042
0.798484148723829,0.6847295308005882,0.8447841726618706,0.7561885204611298,0.8586394403851895
0.8030075487323225,0.6781076615289764,0.891906474820144,0.7700214442171742,0.8655754157384129
0.8087941138998598,0.6826447705879637,0.9041366906474819,0.7777769784063245,0.8728588089789084
0.8219611751673958,0.7089199181161933,0.8811151079136691,0.7855385221548425,0.9174939900511655
0.82748072118175,0.8381801401094705,0.6886690647482014,0.7445226692924591,0.9288573781211354
0.8329339547854644,0.8155200655135643,0.7433453237410073,0.7636691585926407,0.935147168979692
0.8565436945258419,0.882244750781131,0.706474820143885,0.7845236808218905,0.9430176308941487
0.8593373536614713,0.8617967483004507,0.7381294964028777,0.7950623518326845,0.945645115241933
0.8632612877082714,0.8819490603592943,0.7276978417266187,0.7972881118093913,0.948558052526073
0.8649906304412452,0.8852921081146883,0.7294964028776978,0.7997270742126943,0.9505003380370838
0.899309625429991,0.8982288952414598,0.8206834532374101,0.8576350631613711,0.9624008363851472
0.9109482718959245,0.892848286987963,0.8629496402877699,0.8775200772755308,0.9687105687510996
0.9249147538256819,0.9177293302718736,0.8758992805755396,0.8959754004359619,0.9779860417201374
0.9310330579974803,0.9356847915415972,0.8735611510791367,0.9035023644508697,0.979483429784049
0.9367526471878937,0.942451955036779,0.8829136690647481,0.9116631786558973,0.9825247346934184
0.9427379283985221,0.9536721529114797,0.8883093525179857,0.9198007709631095,0.9836016262778744
0.9422724143910759,0.9530834792772097,0.887589928057554,0.9191419432163206,0.9835058403893756
0.9425384603134155,0.9529461716303963,0.8884892086330936,0.9195641030443362,0.9839222053645761
0.9435360661655412,0.9552031859115591,0.8890287769784173,0.9209013931924647,0.9845050458704054
0.9448661630639432,0.9541326677860935,0.8940647482014388,0.9230090374809021,0.9858833090786137
0.9457305690038362,0.9561887845343925,0.8944244604316547,0.9241564320558069,0.9860651398413971
0.9463292829235147,0.9572552033750845,0.8949640287769783,0.9249738423812028,0.986280820490841
0.9549753330218996,0.9673202912965475,0.9089928057553956,0.9372290402092796,0.9887704780770574
0.9602296736314605,0.9687310963750457,0.9223021582733812,0.9448972405676705,0.9903150899007311
0.9630224922495435,0.9696317865624898,0.9291366906474818,0.9489232398337226,0.9904981209984761
0.9654168170750698,0.96948072542486,0.9359712230215829,0.952403588734138,0.9921212564454471
0.9662814884415567,0.9709453161709704,0.9368705035971223,0.9535845308145794,0.9925308309085024
0.9689413283362354,0.9746773788840863,0.9404676258992805,0.9572339271692257,0.9929179690346075
0.968741860251129,0.9741289631657958,0.9404676258992805,0.9569782880414843,0.9928093172341679
0.9693403529819793,0.9753878869244265,0.9408273381294963,0.9577768033336478,0.9927717131829672
0.9693405299330417,0.9743282844598143,0.9419064748201439,0.957827713544676,0.992975535428527
0.9698725333021898,0.9757877260859443,0.9419064748201439,0.9585279922219911,0.9932832409903817
0.9728650854319728,0.9751228003552175,0.9508992805755396,0.9628332048863719,0.9946020900721578
0.9733970445633554,0.9769148102558569,0.9505395683453237,0.963511529573964,0.9947388615446648
0.9736633116745234,0.9774555786692979,0.9507194244604316,0.9638776884916567,0.9946857504038606
0.9752594544952646,0.9802003066885977,0.9523381294964028,0.9660455879166397,0.9950256911148664
0.9744614052037768,0.979814750605587,0.9505395683453237,0.9649314462730892,0.9950648952787832
0.9747940289633499,0.9803599251084837,0.9508992805755396,0.9653900941287935,0.99490604277168
0.9750598536968615,0.9807471329790982,0.9512589928057553,0.9657529953091203,0.9949940255313161
0.9749270961622853,0.9798449433205952,0.9517985611510792,0.9655999429702316,0.9948487573541076
0.9755921667303691,0.9804171017849687,0.9530575539568344,0.9665217480558417,0.9950297063219594
0.9758579914638806,0.9802530970293095,0.9539568345323742,0.9669014299913684,0.9953263730694031
0.9752592775442024,0.9795128749337787,0.9530575539568344,0.9660786585047993,0.9952810518350456
0.9775207563596211,0.9807050809995786,0.9580935251798561,0.9692395176576621,0.9957225530243738
0.9779197810053653,0.9816069736989942,0.958273381294964,0.9697770830081327,0.9956123646188846
0.9776537350830253,0.9823166800391935,0.9568345323741007,0.9693810956056067,0.9956448689243438
0.9777204898713212,0.9816123005679541,0.9577338129496404,0.9695010706511402,0.9955283559967152
0.9773211997989835,0.981577117797085,0.9566546762589926,0.9689320418672752,0.99558234392396
0.9775208005973868,0.9817727119069545,0.9570143884892085,0.9692101319220161,0.9957014500479069
0.9777203571580244,0.9819536335970691,0.9573741007194245,0.9694903463748619,0.9956081664015292
0.9786512966973854,0.9830776902382293,0.9588129496402876,0.9707691635306753,0.9959673136739562
0.9781856942144082,0.9823495461247314,0.9582733812949641,0.9701341862194891,0.9955400663496043
0.9781856057388769,0.9825265097425143,0.9580935251798561,0.9701293462251181,0.9957876328560346
0.9791834327798303,0.9843445877222768,0.9589928057553957,0.9714869389791675,0.9959900267801212
