Accuracy,Precision,Recall,F1,AUC
0.753126327132968,0.6074039190136963,0.941726618705036,0.7383877479086616,0.7920966957069394
0.7729462174940899,0.6384568654954416,0.8917266187050359,0.7439640019825872,0.8189290870112247
0.7745424045525969,0.6407137807299389,0.8904676258992806,0.7450509686257181,0.8204390493927288
0.7754071201568494,0.6420035737379081,0.8893884892086332,0.745545476240569,0.8213707547388902
0.7747421380642969,0.6410530242209739,0.8901079136690647,0.7451461884039061,0.8216018098530947
0.7802627457850257,0.6527634472683406,0.8688848920863309,0.7453102965266993,0.8285188528096963
0.7855168209679931,0.6535441306198639,0.8962230215827336,0.7556860354336815,0.8402185990170343
0.7908373412748969,0.6592472375166288,0.9010791366906474,0.7612762153976517,0.8443227186459568
0.7979540475786016,0.6680802918206316,0.9035971223021582,0.7679975921002618,0.8516706038214353
0.7990180543168981,0.6698425455400686,0.9023381294964029,0.7686872315423641,0.8569102754835148
0.8086611351764557,0.6824724657232231,0.9041366906474819,0.7776623018319108,0.8728999225799475
0.8218946858056937,0.7088169061634704,0.8811151079136691,0.7854751381142766,0.9174835818057755
0.824155766481222,0.711813215454407,0.8825539568345324,0.7878758299800259,0.9193156493612001
0.8249538157727099,0.8032131217978229,0.7411870503597122,0.7540058404505483,0.9297342777536356
0.8351952566498209,0.7705181893044009,0.8215827338129497,0.7840147681373947,0.9365132722728557
0.8376564689769397,0.7591420474890861,0.8519784172661871,0.7924654279189569,0.9385586092899704
0.8604680709502979,0.8639624479706514,0.7392086330935251,0.7966059074405784,0.947218615040199
0.8648576517178409,0.8847228328535399,0.7296762589928057,0.7996084932082275,0.9505080760555631
0.8671854871816651,0.8901002209417538,0.731294964028777,0.8027309702844766,0.9517896175888076
0.9007728337650939,0.902206316662878,0.8206834532374099,0.8594158291990277,0.9632325915830233
0.9090194168400787,0.9025742042139697,0.8453237410071944,0.8729241825658166,0.9678114655763126
0.9179309377698504,0.893168251422901,0.8839928057553956,0.8884594405409005,0.9731657019631778
0.9201255290836766,0.8975332549311373,0.8852517985611511,0.8912546657739489,0.9742907113230459
0.9201922396342066,0.9012910776971841,0.8807553956834532,0.8908269966310026,0.9749579353866833
0.9368855816735324,0.9423265939641796,0.883453237410072,0.9118989307180085,0.9825736518239994
0.937683675202786,0.9433000950677325,0.8847122302158272,0.9130299094413665,0.9834233612601986
0.9434028220155433,0.9544917627198893,0.889388489208633,0.920760931624265,0.9844317327806715
0.9453315001203269,0.9551976374797875,0.8942446043165468,0.9236142102537904,0.9855046099593935
0.9454646557947936,0.9557473614699002,0.8940647482014388,0.9237749265894489,0.9858475999399111
0.946396081949576,0.9567833813680074,0.8956834532374099,0.9251264845326597,0.9863206460081557
0.9511175786724424,0.9610457454320676,0.9044964028776977,0.9318913444021428,0.9871383963632298
0.9585003308984866,0.9664044728031247,0.9197841726618705,0.9424706663458435,0.9896147408794256
0.9625569782420973,0.9694372430238916,0.9280575539568346,0.9482593222947348,0.9902505450760828
0.965217260514432,0.972621126112395,0.9321942446043167,0.9519540371398907,0.9914279482606689
0.969539998018148,0.9747253532761059,0.942086330935252,0.9580947997818619,0.9934190525354968
0.972266548463357,0.9757793549721379,0.9485611510791367,0.961953251074817,0.994233133469699
0.9722665042255914,0.9752408723869219,0.9491007194244603,0.9619717061291716,0.9941479594718354
0.9730646419926104,0.9765269714338869,0.95,0.9630539026503578,0.9944595729589054
0.9725991279851645,0.9756410880721866,0.9496402877697843,0.9624294865032968,0.9942985847310549
0.9727989942101611,0.9759912251533782,0.949820143884892,0.9627061830029364,0.9944458333657884
0.9729984622952677,0.9760095167007725,0.9503597122302156,0.9629860394175344,0.9942459722356183
0.9733305994394191,0.9753299374937547,0.9519784172661871,0.9634879216052001,0.9945046953561688
0.9738627797596298,0.976950206173065,0.9517985611510792,0.9641840081573513,0.9945526944303433
0.9745942954516499,0.9783962969571247,0.9523381294964028,0.9651715467345937,0.995062384221718
0.9745944281649466,0.9792896916719039,0.9514388489208633,0.9651430842750519,0.9949396595631679
0.9747939847255843,0.97927818318466,0.951978417266187,0.9654202317911581,0.9949981916943287
0.974727495363882,0.9789516653634529,0.952158273381295,0.9653449141038781,0.9950964042969039
0.9755919897793065,0.9800425968390478,0.9534172661870504,0.9665256022690064,0.9950104419625516
0.9763234612335612,0.9799055211771863,0.9555755395683454,0.9675700081454626,0.9953007342031152
0.9761242143372829,0.9806211172483531,0.95431654676259,0.9672707449035544,0.995285337700994
0.977986403080364,0.981613836734223,0.9584532374100719,0.9698724106342382,0.9957525830350917
0.9775208890729179,0.9805200314185907,0.958273381294964,0.9692478673991335,0.9956502682780194
0.9775209333106837,0.9819475636844377,0.9568345323741007,0.9692041561742446,0.9956963343751637
0.9772548873883439,0.9799715324013487,0.9580935251798562,0.9688884224226204,0.9957400631097117
0.977654000509619,0.9807191143718447,0.9584532374100718,0.9694299461305617,0.9956361748850956
0.9776537793207909,0.9808890481937782,0.9582733812949641,0.9694256339376924,0.9958094203930561
0.978052936679832,0.9814258799986396,0.9588129496402876,0.9699699946407268,0.9956286157699159
0.977720622584618,0.9816056565572744,0.9577338129496404,0.9695014621257437,0.9956168658499477
0.9780528924420663,0.9819806246574263,0.9582733812949641,0.9699575373755659,0.9954951752444569
0.9776537793207911,0.9817727034390161,0.9573741007194243,0.9694000960860159,0.9957558293386409
0.9774543554734503,0.9812348824432906,0.9573741007194243,0.9691368841550603,0.9956767885385596
0.9771883980266418,0.9805174147512046,0.9573741007194245,0.9687890663805632,0.9957942567857682
0.9779864915558953,0.9823207217517155,0.9577338129496404,0.9698505505118316,0.9957450428520082
0.9778535128324911,0.9812567700539745,0.9584532374100719,0.9697034606801911,0.995659489911713
0.9773212882745149,0.9810472126168321,0.9571942446043165,0.9689481215706877,0.9957913640816859
0.9783188498888749,0.9825096407474503,0.9584532374100719,0.9703108246321885,0.9958036779577446
0.9783188498888749,0.9826876374123443,0.958273381294964,0.9703113305591939,0.9957823851594677
0.9791164568027068,0.983434552329874,0.9597122302158274,0.9714068604334155,0.9962344278200472
0.9799146830452571,0.9841672493866429,0.9611510791366907,0.9725093087040314,0.9961264311302352
0.9799811281691936,0.9838340407091133,0.9616906474820143,0.97261792732117,0.9962241799465404
0.9803801085771721,0.9852725958536336,0.9613309352517986,0.9731336100230481,0.9962117585882639
0.9805798420888718,0.9854537883798613,0.9616906474820144,0.9734117434992484,0.996284960389327
0.9807789562718534,0.9856395966536302,0.9620503597122303,0.9736868700202586,0.996315428442671
