Accuracy,Precision,Recall,F1,AUC
0.7736391589794731,0.6222215112466609,0.9052012663952962,0.7371852363280188,0.804000449615167
0.7741627191888971,0.6228116502148695,0.9052012663952962,0.7376168409225193,0.8165280723910667
0.7925759716335632,0.6467034899921487,0.9006784260515603,0.7526046227901684,0.835946671821732
0.7936286323720878,0.6481214268939565,0.9006784260515603,0.7535600748338767,0.8372735910960895
0.7925815119532397,0.6473385986111282,0.8976933514246946,0.7519492262618611,0.8372315015770633
0.7925815119532397,0.6473385986111282,0.8976933514246946,0.7519492262618611,0.8370052394608509
0.8567938170032411,0.9384098112289603,0.6329715061058344,0.7542943536743832,0.9214474797174989
0.8599628798581678,0.9410968686657476,0.6405020352781546,0.7608396295444845,0.929721562715474
0.8615612620848223,0.9029000696727933,0.6781546811397557,0.7732262737369157,0.9408250408662882
0.9278844289315493,0.9328375110613946,0.8555857078245138,0.8918365539250155,0.9657848284505517
0.9389124352475138,0.9406779486860308,0.8810945273631839,0.9092899399783955,0.9706197364748629
0.9420593368237347,0.9428770405105247,0.8885572139303483,0.9140453939015714,0.9729992688489935
0.9462921410565389,0.9481374980962286,0.8961329715061057,0.9205500503155903,0.9753686595276247
0.947873902324164,0.9483788907793391,0.9006558118498417,0.9229840278996934,0.9782431259172748
0.95369400814427,0.9488748065414624,0.9172546359113524,0.932224595022765,0.9816813282371017
0.957364469929915,0.9482774045258587,0.929262777023971,0.9379488298619668,0.9836575191538671
0.9584282113077924,0.9497943774245421,0.9308005427408412,0.9395253079782535,0.9835753373181302
